Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003A6v2AAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6v4AAC,Business Organization,Services,Education,Government: International,Hong Kong,External,
0012e000003A6vHAAS,Business Organization,Services,Entertainment & Creative Industries,Government: Australia: Local & State,Australia,External,
0012e000003A6vTAAS,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6vaAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),United States of America,External,
0012e000003A6vdAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6voAAC,Business Organization,Agriculture & Horticulture,,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6vrAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6vvAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),China,External,
0012e000003A6wBAAS,Business Organization,Veterinary,,Large Australian Corporate,Ireland,External,
0012e000003A6wJAAS,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),Australia,External,
0012e000003A6wXAAS,Business Organization,Agriculture & Horticulture,,Large Australian Corporate,Australia,External,
0012e000003A6wvAAC,Business Organization,Services,Engineering and Scientific,Not for profit,Australia,External,
0012e000003A6x0AAC,Business Organization,Services,Education,Not for profit,Hong Kong,External,
0012e000003A6x4AAC,Business Organization,Veterinary,,Large Australian Corporate,Australia,External,
0012e000003A6x8AAC,Business Organization,Health,Research Tools/Consumables,SME (small to medium enterprise),Australia,External,
0012e000003A6xAAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6xCAAS,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6xpAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6xvAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Australia,External,0012e000003A6PuAAK
0012e000003A6y3AAC,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6yGAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A75nAAC
0012e000003A6yMAAS,Business Organization,Energy & Utilities,,Large Australian Corporate,Australia,External,
0012e000003A6ypAAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",SME (small to medium enterprise),Australia,External,
0012e000003A6yrAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Canada,External,
0012e000003A6zBAAS,Business Organization,Energy & Utilities,,Multinational / Other Large Corporate,Germany,External,
0012e000003A6zeAAC,Business Organization,Agriculture & Horticulture,,Not for profit,United States of America,External,
0012e000003A6zmAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6zxAAC,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6zzAAC,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A70ZAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,United States of America,External,
0012e000003A70iAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A70qAAC,Business Organization,Mining Equipment and Technology Services,,SME (small to medium enterprise),Australia,External,
0012e000003A70wAAC,Business Organization,Construction & Construction Materials,,Government: International,Hong Kong,External,
0012e000003A70yAAC,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A70zAAC,Business Organization,Transportation & Logistics,,Government: International,New Zealand,External,
0012e000003A716AAC,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000003A71EAAS,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A71GAAS,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A71MAAS,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,India,External,
0012e000003A71VAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A71nAAC,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A75FAAS,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000003A75aAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6yOAAS
0012e000003A75gAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Australia,External,
0012e000003A75pAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A75sAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Australia,External,0012e000003A6y8AAC
0012e000003A76AAAS,Business Organization,Agriculture & Horticulture,,Government: Australia: Federal,Australia,External,
0012e000003A76FAAS,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A76JAAS,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A76nAAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A776AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A778AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A779AAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A77IAAS,Business Organization,Public Administration,,Government: Australia: Federal,Chile,External,
0012e000003A77OAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A77jAAC,Business Organization,Services,Education,SME (small to medium enterprise),China,External,
0012e000003A77xAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A788AAC,Business Organization,Services,Education,Multinational / Other Large Corporate,United Kingdom,External,0012e000003A787AAC
0012e000003A78MAAS,Business Organization,Health,Health Care & Healthy Aging,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A78XAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A78aAAC,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Multinational / Other Large Corporate,Singapore,External,
0012e000003A790AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A79BAAS,Business Organization,Mining & Refining,,Large Australian Corporate,Australia,External,
0012e000003A79HAAS,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003A79fAAC,Business Organization,Mining & Refining,,Government: Australia: Local & State,Australia,External,
0012e000003A79sAAC,Business Organization,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),Australia,External,
0012e000003A79zAAC,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,Australia,External,
0012e000003A7A1AAK,Business Organization,Aquaculture & Fisheries,,SME (small to medium enterprise),Australia,External,
0012e000003A7A7AAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A7A9AAK,Business Organization,Services,Engineering and Scientific,Not for profit,New Zealand,External,
0012e000003Bx7vAAC,Business Organization,Services,Community,Not for profit,New Zealand,External,
0012e000003R1WmAAK,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003SvL1AAK,Business Organization,Services,Business & Professional,SME (small to medium enterprise),India,External,
0012e000003ifamAAA,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003iiq3AAA,Business Organization,Services,Community,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003neFJAAY,Business Organization,Health,Health Care & Healthy Aging,Government: International,United States of America,External,0012e000003A6c2AAC
0012e000003oiD1AAI,Business Organization,Health,Diagnostics,Government: International,New Zealand,External,
0012e000003p0xCAAQ,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003pDgJAAU,Business Organization,Health,Pharmaceuticals,Not for profit,Norway,External,
0012e000003pHVJAA2,Business Organization,Energy & Utilities,,Multinational / Other Large Corporate,Japan,External,
0012e000003qCrnAAE,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003qnKUAAY,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003sJCKAA2,Business Organization,Health,Pharmaceuticals,Not for profit,United States of America,External,
0012e000003sqmHAAQ,Business Organization,Public Administration,,Government: International,Indonesia,External,
0012e000003tLjxAAE,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003tfJ7AAI,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003zXEGAA2,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e0000040jSOAAY,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000004EwYtAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000004FHLfAAO,Business Organization,Services,Community,Not for profit,Japan,External,
0012e000004FKKYAA4,Business Organization,Construction & Construction Materials,,Not for profit,Australia,External,
0012e000004FkyvAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000004Fok1AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000004G1R1AAK,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000004GNmSAAW,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000004GSM7AAO,Business Organization,Health,Medical Devices,SME (small to medium enterprise),United States of America,External,
0012e000004GvbGAAS,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),The Netherlands,External,
0012e000004GzZCAA0,Business Organization,Health,Health Care & Healthy Aging,Government: International,United States of America,External,
0012e000004INJkAAO,Business Organization,Services,Environmental,Multinational / Other Large Corporate,France,External,
0012e000004KQwKAAW,Business Organization,Agriculture & Horticulture,,Government: International,United States of America,External,
0012e000004Ke8pAAC,Business Organization,Construction & Construction Materials,,Not for profit,Australia,External,
0012e000004Mu7jAAC,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000004N2TVAA0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000004NGd4AAG,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000004No7hAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000004O32QAAS,Business Organization,Defence,,Government: International,United States of America,External,
0012e000004Ot5NAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000004PonkAAC,Business Organization,Services,Education,Government: International,United States of America,External,
0012e000004R7d7AAC,Business Organization,Public Administration,,Not for profit,Switzerland,External,
0012e000004R8kGAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Malaysia,External,
0012e000004R8x0AAC,Business Organization,Defence,,SME (small to medium enterprise),Australia,External,
0012e000004RRGBAA4,Business Organization,Agriculture & Horticulture,,Large Australian Corporate,Australia,External,
0012e000004SKNYAA4,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000004UE2MAAW,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000004WSAHAA4,Business Organization,Technology: IT & Telephone Services,,Government: Australia: Federal,Australia,External,
0012e000004X2opAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000004Xq4gAAC,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000004ZjGGAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000004ZjufAAC,Business Organization,Transportation,,Multinational / Other Large Corporate,Canada,External,
0012e000004aU9lAAE,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000004cBtSAAU,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000004cENvAAM,Business Organization,Defence,,SME (small to medium enterprise),Australia,External,
0012e000004ctESAAY,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,France,External,
0012e000004l4h7AAA,Business Organization,Services,Community,Not for profit,New Zealand,External,
0012e000004rZR6AAM,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000004sI3kAAE,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),Australia,External,
0012e000002Z4IxAAK,University Department,,,,,Internal,0012e000002ZNYOAA4
0012e000002ZNYOAA4,University Department,,,,,Internal,0012e0000036xQXAAY
0012e000002Zt0lAAC,University Department,,,,,Internal,0012e000002Z6AWAA0
0012e0000037tUYAAY,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6ESAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6EUAA0,Business Organization,Services,Education,University,Italy,External,
0012e000003A6FDAA0,Business Organization,Defence,,Multinational / Other Large Corporate,Australia,External,0012e000003A6GRAA0
0012e000003A6FWAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Israel,External,
0012e000003A6FgAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6GsAAK,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,China,External,
0012e000003A6GtAAK,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6GuAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6M9AAK,Business Organization,Public Administration,,RDC (Rural Research and Development Corporations),Australia,External,
0012e000003A6MlAAK,Business Organization,Mining & Refining,,SME (small to medium enterprise),Australia,External,
0012e000003A6O9AAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OAAA0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6NfAAK
0012e000003A6OOAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OjAAK,Business Organization,Defence,,SME (small to medium enterprise),Australia,External,0012e000003A6NtAAK
0012e000003A6OrAAK,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Japan,External,
0012e000003A6OvAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6P3AAK,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,Japan,External,
0012e000003A6PWAA0,Business Organization,Agriculture & Horticulture,,Large Australian Corporate,Australia,External,
0012e000003A6PaAAK,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6PuAAK
0012e000003A6PfAAK,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A6PmAAK,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Italy,External,
0012e000003A6PnAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6PwAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6Q3AAK,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6Q8AAK,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Austria,External,
0012e000003A6Q9AAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6QBAA0,Business Organization,Public Administration,,Government: International,Australia,External,0012e000003A6nYAAS
0012e000003A6QSAA0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003A6QUAA0,Business Organization,Services,Education,University,China,External,
0012e000003A6QgAAK,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A6QiAAK,Business Organization,Public Administration,,Government: International,Indonesia,External,
0012e000003A6QzAAK,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6RXAA0,Business Organization,Services,Community,SME (small to medium enterprise),United States of America,External,
0012e000003A6S9AAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6TvAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6U8AAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6UDAA0,Business Organization,Services,Financial & Insurance,Government: International,United Arab Emirates,External,
0012e000003A6UKAA0,Business Organization,Materials: Chemicals & Industrial Metals,,Multinational / Other Large Corporate,Australia,External,0012e000003A6UZAA0
0012e000003A6ULAA0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6URAA0,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6UXAA0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6UmAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6UtAAK,Business Organization,Services,Education,Not for profit,Singapore,External,
0012e000003A6UuAAK,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,India,External,
0012e000003A6V8AAK,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6VRAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6VVAA0,Business Organization,Services,Education,University,United Kingdom,External,
0012e000003A6VbAAK,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6VcAAK,Business Organization,Public Administration,,Government: International,China,External,
0012e000003A6VeAAK,Business Organization,Public Administration,,Not for profit,Singapore,External,
0012e000003A6VkAAK,Business Organization,Services,Community,Not for profit,New Zealand,External,
0012e000003A6VoAAK,Business Organization,Services,Education,University,United Kingdom,External,
0012e000003A6VpAAK,Business Organization,Veterinary,,Not for profit,Australia,External,
0012e000003A6WDAA0,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WJAA0,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WeAAK,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WgAAK,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WjAAK,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6WyAAK,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6WzAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6X8AAK,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6YZAA0,Business Organization,Services,Engineering and Scientific,Large Australian Corporate,Australia,External,
0012e000003A6ZjAAK,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,India,External,
0012e000003A6ZqAAK,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6ZxAAK,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,0012e0000040elnAAA
0012e000003A6aUAAS,Business Organization,Services,Environmental,Government: Australia: Federal,Australia,External,
0012e000003A6aVAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6abAAC,Business Organization,Services,Community,Not for profit,Belgium,External,
0012e000003A6ajAAC,Business Organization,Energy & Utilities,,Not for profit,Australia,External,
0012e000003A6b3AAC,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6b6AAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A6bEAAS,Business Organization,Health,Diagnostics,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6bSAAS,Business Organization,Health,Medical Devices,Large Australian Corporate,Australia,External,
0012e000003A6bgAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6bmAAC,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,Australia,External,
0012e000003A6bpAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6buAAC,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003A6byAAC,Business Organization,Health,Biotechnology (non-Pharma),University,Australia,External,
0012e000003A6cGAAS,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Japan,External,
0012e000003A6cHAAS,Business Organization,Services,Education,University,Hong Kong,External,
0012e000003A6cNAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6cOAAS,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Australia,External,
0012e000003A6cPAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6ceAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6cgAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,United States of America,External,
0012e000003A6cuAAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6czAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6d7AAC,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003A6dIAAS,Business Organization,Services,Business & Professional,Government: Australia: Local & State,Australia,External,
0012e000003A6dSAAS,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6dZAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6dmAAC,Business Organization,Services,Entertainment & Creative Industries,Government: Australia: Local & State,Australia,External,
0012e000003A6drAAC,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000003A6dwAAC,Business Organization,Defence,,SME (small to medium enterprise),Australia,External,
0012e000003A6e6AAC,Business Organization,Transportation & Logistics,,Large Australian Corporate,Australia,External,
0012e000003A6egAAC,Business Organization,Public Administration,,Large Australian Corporate,Australia,External,
0012e000003A6fqAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6gBAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6gFAAS,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6gJAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6gOAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6gSAAS,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000003A6gUAAS,Business Organization,Public Administration,,SME (small to medium enterprise),Australia,External,
0012e000003A6ggAAC,Business Organization,Services,Education,Not for profit,Costa Rica,External,
0012e000003A6h0AAC,Business Organization,Construction & Construction Materials,,Not for profit,Australia,External,
0012e000003A6h4AAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6hEAAS,Business Organization,Services,Education,Not for profit,New Zealand,External,
0012e000003A6hJAAS,Business Organization,Agriculture & Horticulture,,Not for profit,Indonesia,External,
0012e000003A6hLAAS,Business Organization,Services,Education,Not for profit,India,External,
0012e000003A6hMAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6hRAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,New Caledonia,External,
0012e000003A6hSAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6htAAC,Business Organization,Energy & Utilities,,Large Australian Corporate,Australia,External,
0012e000003A6jHAAS,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6jKAAS,Business Organization,Veterinary,,Multinational / Other Large Corporate,France,External,
0012e000003A6jTAAS,Business Organization,Agriculture & Horticulture,,PFRO (Publicly-Funded Research Organisation),Poland,External,
0012e000003A6jrAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6jzAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Taiwan,External,
0012e000003A6k3AAC,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6k4AAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6k5AAC,Business Organization,Veterinary,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6k6AAC,Business Organization,Agriculture & Horticulture,,Not for profit,New Zealand,External,
0012e000003A6kLAAS,Business Organization,Services,Education,Government: International,Hong Kong,External,
0012e000003A6kVAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6kWAAS,Business Organization,Construction & Construction Materials,,Government: International,Singapore,External,
0012e000003A6kXAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6kaAAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6kpAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6l5AAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6l6AAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6lGAAS,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A6lMAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6m8AAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6mBAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6mCAAS,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A6mFAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6meAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),United States of America,External,
0012e000003A6mkAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6mvAAC,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),Australia,External,
0012e000003A6nXAAS,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6nbAAC,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003A6ncAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6oAAAS,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6oMAAS,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),Australia,External,
0012e000003A6oQAAS,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6oaAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,0012e000003A6oPAAS
0012e000003A6odAAC,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003A6ogAAC,Business Organization,Mining & Refining,,SME (small to medium enterprise),Vietnam,External,
0012e000003A6oxAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6p5AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6p8AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,0012e000003A6qZAAS
0012e000003A6pHAAS,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6pIAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6pMAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pOAAS,Business Organization,Services,Education,University,Thailand,External,
0012e000003A6pPAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6pWAAS,Business Organization,Services,Education,SME (small to medium enterprise),Germany,External,
0012e000003A6pnAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
