Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003A6mqAAC,Business Organization,Energy & Utilities,,CRC (Co-operative Research Centre),Australia,External,
0012e000003A6msAAC,Business Organization,Agriculture & Horticulture,,Government: Australia: Local & State,Australia,External,
0012e000003A6n0AAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6n1AAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6n9AAC,Business Organization,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,Australia,External,
0012e000003A6nDAAS,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A6nNAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6nPAAS,Business Organization,Public Administration,,Government: International,India,External,
0012e000003A6nVAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6nkAAC,Business Organization,Construction & Construction Materials,,Government: International,New Zealand,External,
0012e000003A6nlAAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6nxAAC,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6nyAAC,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000003A6o5AAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,United States of America,External,
0012e000003A6oDAAS,Business Organization,Services,Engineering and Scientific,Government: Australia: Federal,Australia,External,
0012e000003A6oOAAS,Business Organization,Energy & Utilities,,Multinational / Other Large Corporate,Japan,External,
0012e000003A6oVAAS,Business Organization,Agriculture & Horticulture,,Government: Australia: Federal,Australia,External,
0012e000003A6oeAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6ouAAC,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6ozAAC,Business Organization,Services,Education,Not for profit,Singapore,External,
0012e000003A6p1AAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6p2AAC,Business Organization,Services,Education,University,United Arab Emirates,External,
0012e000003A6p4AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pVAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6peAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pfAAC,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),Australia,External,
0012e000003A6phAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6psAAC,Business Organization,Services,Education,Not for profit,New Zealand,External,
0012e000003A6qEAAS,Business Organization,Services,Education,University,Australia,External,
0012e000003A6qGAAS,Business Organization,Public Administration,,Government: International,Japan,External,
0012e000003A6qHAAS,Business Organization,Services,Education,University,Australia,External,
0012e000003A6qMAAS,Business Organization,Public Administration,,Government: International,Australia,External,
0012e000003A6qNAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6qOAAS,Business Organization,Services,Education,University,United States of America,External,
0012e000003A6qXAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,0012e000003A6EdAAK
0012e000003A6qdAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6qoAAC,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000003A6rMAAS,Business Organization,Services,Education,University,France,External,
0012e000003A6rOAAS,Business Organization,Services,Education,University,United States of America,External,
0012e000003A6rTAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),The Netherlands,External,
0012e000003A6rdAAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6rqAAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Switzerland,External,
0012e000003A6sIAAS,Business Organization,Health,Pharmaceuticals,Not for profit,Australia,External,
0012e000003A6sRAAS,Business Organization,Health,Health Care & Healthy Aging,Government: International,China,External,
0012e000003A6tuAAC,Business Organization,Services,Education,Government: International,New Zealand,External,
0012e000003A6u9AAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6uPAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6ubAAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A6ufAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6urAAC,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A6v6AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6v7AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6vBAAS,Business Organization,Public Administration,,Not for profit,Australia,External,
0012e000003A6vFAAS,Business Organization,Public Administration,,Government: International,United States of America,External,
0012e000003A6vJAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6vKAAS,Business Organization,Agriculture & Horticulture,,Large Australian Corporate,Australia,External,
0012e000003A6vnAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6w1AAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6wAAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6wMAAS,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6wkAAC,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),New Zealand,External,
0012e000003A6wlAAC,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6wqAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6wtAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Malaysia,External,
0012e000003A6wzAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Government: Australia: Local & State,Australia,External,
0012e000003A6x1AAC,Business Organization,Veterinary,,SME (small to medium enterprise),Australia,External,
0012e000003A6xFAAS,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A6xdAAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A6xmAAC,Business Organization,Construction & Construction Materials,,Government: Australia: Local & State,Australia,External,
0012e000003A6xnAAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6y0AAC,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,Australia,External,
0012e000003A6y7AAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6yDAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6yTAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Large Australian Corporate,Australia,External,
0012e000003A6yYAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,0012e000003A75QAAS
0012e000003A6yfAAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6z1AAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6z4AAC,Business Organization,Energy & Utilities,,Large Australian Corporate,Australia,External,
0012e000003A6z9AAC,Business Organization,Transportation & Logistics,,Multinational / Other Large Corporate,Australia,External,0012e000003A70uAAC
0012e000003A6zDAAS,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6zWAAS,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,0012e000003A71PAAS
0012e000003A6zcAAC,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000003A6zdAAC,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6zuAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
