Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId,UoM_Organisation_Level__c
0012e000002YeO0AAK,University Department,Education,,,,Internal,,0
0012e000002YmBqAAK,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002YmVtAAK,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002YlvyAAC,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002YmMXAA0,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002YlXfAAK,University Department,,,,,Internal,0012e000002Zt0cAAC,6
0012e000002YmNRAA0,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Ym9QAAS,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002YlhnAAC,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002YnfFAAS,University Department,,,,,Internal,0012e000002Zt0bAAC,6
0012e000002YoWTAA0,University Department,,,,,Internal,0012e000002Zt0cAAC,6
0012e000002YoY7AAK,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002YoYUAA0,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002YnERAA0,University Department,,,,,Internal,0012e000002ZmnzAAC,5
0012e000002YneJAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002YnrYAAS,University Department,,,,,Internal,0012e000002Zt1RAAS,5
0012e000002YnsbAAC,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002YnjNAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Z35nAAC,University Department,,,,,Internal,0012e000002Zt0mAAC,6
0012e000002Z3OuAAK,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Z3p1AAC,University Department,,,,,Internal,0012e000002ZmnzAAC,5
0012e000002Z3pPAAS,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Z4oNAAS,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Z4IxAAK,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Z4JyAAK,University Department,,,,,Internal,0012e000002ZmnxAAC,5
0012e000002Z6AWAA0,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Z4wCAAS,University Department,,,,,Internal,0012e000002Zt0mAAC,6
0012e000002Z51dAAC,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Z51eAAC,University Department,,,,,Internal,0012e000002ZmOZAA0,5
0012e000002Z51wAAC,University Department,,,,,Internal,0012e000002Zt0mAAC,6
0012e000002Z67WAAS,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Z52yAAC,University Department,,,,,Internal,0012e000002ZLgLAAW,5
0012e000002Z4xdAAC,University Department,,,,,Internal,0012e000002Zt0bAAC,6
0012e000002Z4ziAAC,University Department,,,,,Internal,0012e000002Zt0cAAC,6
0012e000002ZFZYAA4,University Department,,,,,Internal,0012e0000036xTHAAY,4
0012e000002ZGfbAAG,University Department,,,,,Internal,0012e000002Zt12AAC,4
0012e000002ZLg7AAG,University Department,,,,,Internal,0012e0000036xPUAAY,4
0012e000002ZLg8AAG,University Department,,,,,Internal,0012e0000036xQAAAY,5
0012e000002ZLg9AAG,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002ZLgAAAW,University Department,,,,,Internal,0012e0000036xQDAAY,5
0012e000002ZLgBAAW,University Department,,,,,Internal,0012e000002ZmOZAA0,5
0012e000002ZLgEAAW,University Department,,,,,Internal,0012e0000036xQVAAY,4
0012e000002ZLgHAAW,University Department,,,,,Internal,0012e0000036xQmAAI,4
0012e000002ZLgIAAW,University Department,,,,,Internal,0012e0000036xQUAAY,4
0012e000002ZLgJAAW,University Department,,,,,Internal,0012e0000036xQdAAI,4
0012e000002ZLgKAAW,University Department,,,,,Internal,,
0012e000002ZLgLAAW,University Department,,,,,Internal,0012e0000036xQRAAY,4
0012e000002ZLgMAAW,University Department,,,,,Internal,0012e0000036xQNAAY,4
0012e000002ZLgNAAW,University Department,,,,,Internal,0012e000002ZLgMAAW,5
0012e000002ZLgOAAW,University Department,,,,,Internal,0012e000003hllpAAA,5
0012e000002ZNYOAA4,University Department,,,,,Internal,0012e0000036xQXAAY,4
0012e000002ZmnxAAC,University Department,,,,,Internal,0012e0000036xQSAAY,4
0012e000002ZmnyAAC,University Department,,,,,Internal,0012e000002Zt1FAAS,6
0012e000002ZmnzAAC,University Department,,,,,Internal,0012e0000036xQRAAY,4
0012e000002Zmo0AAC,University Department,Education,,,,Internal,0012e0000036xQOAAY,4
0012e000002Zmo1AAC,University Department,Education,,,,Internal,0012e000002ZmOUAA0,5
0012e000002Zmo4AAC,University Department,Education,,,,Internal,0012e0000036xQBAAY,5
0012e000002ZmOUAA0,University Department,Education,,,,Internal,0012e0000036xQWAAY,4
0012e000002ZmOZAA0,University Department,Education,,,,Internal,0012e0000036xQVAAY,4
0012e000002ZlmBAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Zt08AAC,University Department,,,,,Internal,0012e0000036xQYAAY,2
0012e000002Zt09AAC,University Department,,,,,Internal,0012e000002Zt08AAC,3
0012e000002Zt0AAAS,University Department,,,,,Internal,0012e0000036xQBAAY,5
0012e000002Zt0BAAS,University Department,,,,,Internal,0012e0000036xQDAAY,5
0012e000002Zt0CAAS,University Department,,,,,Internal,0012e0000036xQEAAY,6
0012e000002Zt0DAAS,University Department,,,,,Internal,0012e0000036xQBAAY,5
0012e000002Zt0EAAS,University Department,,,,,Internal,0012e0000036xQDAAY,5
0012e000002Zt0FAAS,University Department,,,,,Internal,0012e000002Zt0BAAS,6
0012e000002Zt0GAAS,University Department,,,,,Internal,0012e0000036xQDAAY,5
0012e000002Zt0HAAS,University Department,,,,,Internal,0012e0000036xQEAAY,6
0012e000002Zt0IAAS,University Department,,,,,Internal,0012e000002Zt1uAAC,4
0012e000002Zt0JAAS,University Department,,,,,Internal,0012e0000036xQDAAY,5
0012e000002Zt0KAAS,University Department,,,,,Internal,0012e0000036xQEAAY,6
0012e000002Zt0LAAS,University Department,,,,,Internal,0012e0000036xQBAAY,5
0012e000002Zt0MAAS,University Department,,,,,Internal,0012e000002Zt1yAAC,4
0012e000002Zt0NAAS,University Department,,,,,Internal,0012e000002Zt08AAC,3
0012e000002Zt0OAAS,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Zt0PAAS,University Department,,,,,Internal,0012e000002Z3OuAAK,6
0012e000002Zt0QAAS,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Zt0RAAS,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Zt0SAAS,University Department,,,,,Internal,0012e000002ZNYOAA4,5
0012e000002Zt0TAAS,University Department,,,,,Internal,0012e000002ZLgHAAW,5
0012e000002Zt0UAAS,University Department,,,,,Internal,0012e000002Z3p1AAC,6
0012e000002Zt0VAAS,University Department,,,,,Internal,0012e000002Z3p1AAC,6
0012e000002Zt0WAAS,University Department,,,,,Internal,0012e000002Zt0UAAS,7
0012e000002Zt0XAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Zt0YAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Zt0ZAAS,University Department,,,,,Internal,0012e000002ZLgJAAW,5
0012e000002Zt0aAAC,University Department,,,,,Internal,0012e000002ZLgHAAW,5
0012e000002Zt0bAAC,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Zt0cAAC,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Zt0dAAC,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Zt0eAAC,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Zt0fAAC,University Department,,,,,Internal,0012e000002ZLg7AAG,5
0012e000002Zt0gAAC,University Department,,,,,Internal,0012e000002Zmo0AAC,5
0012e000002Zt0hAAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt0iAAC,University Department,,,,,Internal,0012e000002Zt0mAAC,6
0012e000002Zt0jAAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt0kAAC,University Department,,,,,Internal,0012e000002Zt0qAAC,7
0012e000002Zt0lAAC,University Department,,,,,Internal,0012e000002Z6AWAA0,6
0012e000002Zt0mAAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt0nAAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt0oAAC,University Department,,,,,Internal,0012e000002Zt1FAAS,6
0012e000002Zt0pAAC,University Department,,,,,Internal,0012e000002Zt1FAAS,6
0012e000002Zt0qAAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt0rAAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt0sAAC,University Department,,,,,Internal,0012e000002Zt17AAC,7
0012e000002Zt0tAAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt0uAAC,University Department,,,,,Internal,0012e000002Zt1BAAS,7
0012e000002Zt0vAAC,University Department,,,,,Internal,0012e000002Zt1BAAS,7
0012e000002Zt0wAAC,University Department,,,,,Internal,0012e000002Zt17AAC,7
0012e000002Zt0xAAC,University Department,,,,,Internal,0012e000002Zt17AAC,7
0012e000002Zt0yAAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt0zAAC,University Department,,,,,Internal,0012e000002Zt0yAAC,7
0012e000002Zt10AAC,University Department,,,,,Internal,0012e000002ZGfbAAG,5
0012e000002Zt11AAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt12AAC,University Department,,,,,Internal,0012e000002Zt08AAC,3
0012e000002Zt13AAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt14AAC,University Department,,,,,Internal,0012e000002Zt10AAC,6
0012e000002Zt15AAC,University Department,,,,,Internal,0012e000002Zt1BAAS,7
